user,reaction_speed(in_ms),type_of_activation
User2,113,sound
User5,521,light
User2,841,light
User2,315,shock
User5,53,sound
User5,391,sound
User5,562,light
User1,561,light
User1,765,sound
User4,52,light
User2,421,light
User5,287,shock
User2,873,shock
User1,889,light
User3,631,sound
User5,351,light
User5,795,light
User1,392,sound
User3,981,light
User4,41,sound
User1,801,shock
User1,911,sound
User4,919,shock
User4,183,light
User2,319,sound
User3,343,sound
User5,242,light
User1,578,light
User2,17,shock
User1,76,shock
User4,808,light
User2,2,shock
User3,595,sound
User5,167,light
User2,874,light
User3,404,shock
User2,995,shock
User2,394,light
User1,798,shock
User3,36,light
User5,547,light
User1,261,sound
User5,837,light
User2,536,sound
User4,599,sound
User4,472,shock
User2,134,light
User4,236,sound
User2,208,light
User5,334,sound
User2,53,sound
User5,971,sound
User3,342,light
User1,325,light
User4,553,shock
User5,697,shock
User2,425,light
User1,155,sound
User2,649,light
User2,308,light
User1,606,shock
User1,922,light
User1,743,light
User1,750,shock
User1,271,sound
User4,709,shock
User1,265,sound
User4,558,sound
User1,234,shock
User4,573,sound
User5,992,shock
User2,216,sound
User1,865,shock
User5,548,shock
User1,137,sound
User4,233,sound
User3,482,shock
User5,183,shock
User5,615,light
User3,465,shock
User4,354,shock
User5,92,light
User3,307,sound
User1,495,shock
User3,602,sound
User3,977,shock
User5,311,light
User4,904,shock
User2,155,shock
User1,678,light
User5,326,shock
User1,873,shock
User1,942,shock
User1,710,light
User1,527,sound
User5,786,shock
User1,40,shock
User3,555,sound
User5,44,light
User3,124,shock
User3,981,sound
User3,729,shock
User1,186,light
User3,668,light
User2,810,sound
User2,507,shock
User4,402,light
User1,817,sound
User1,309,sound
User2,544,sound
User5,954,shock
User1,996,light
User4,979,light
User3,969,shock
User3,968,shock
User1,247,shock
User4,788,light
User3,502,light
User5,949,sound
User3,302,light
User5,173,sound
User1,427,sound
User2,54,sound
User4,312,shock
User3,631,light
User5,635,sound
User3,232,shock
User5,984,shock
User5,442,sound
User3,895,sound
User4,775,sound
User5,201,light
User5,601,light
User1,674,light
User4,527,light
User1,587,light
User5,452,shock
User3,347,shock
User2,768,shock
User2,887,sound
User2,133,sound
User3,554,sound
User3,602,sound
User2,511,light
User3,832,sound
User1,128,sound
User2,960,sound
User1,994,light
User5,964,light
User3,3,shock
User5,688,light
User2,633,sound
User1,643,sound
User5,60,sound
User5,472,light
User5,719,shock
User4,542,sound
User3,576,light
User3,930,shock
User5,938,sound
User1,107,shock
User5,935,shock
User1,910,light
User1,102,shock
User4,488,shock
User5,221,light
User2,430,light
User3,679,light
User3,146,sound
User3,369,light
User5,881,shock
User4,842,shock
User1,708,sound
User1,812,shock
User3,220,sound
User3,904,shock
User2,175,sound
User3,83,light
User1,638,light
User2,769,light
User5,379,light
User1,449,shock
User1,509,shock
User1,274,light
User3,317,light
User3,933,light
User1,699,shock
User5,524,sound
User4,220,sound
User4,888,sound
User2,776,shock
User4,308,light
User1,923,sound
User5,415,shock
User1,259,light
User4,55,shock
User1,484,light
User4,315,shock
User2,847,sound
User4,921,shock
User4,387,sound
User2,301,light
User1,53,shock
User4,823,sound
User5,178,shock
User2,268,sound
User2,926,shock
User1,601,sound
User4,113,shock
User3,149,shock
User3,711,sound
User2,767,sound
User2,967,shock
User3,233,sound
User1,200,shock
User2,246,shock
User4,408,light
User4,814,sound
User5,284,shock
User5,732,sound
User5,746,sound
User1,680,light
User3,185,light
User1,340,light
User4,653,sound
User2,866,shock
User5,831,light
User3,326,sound
User3,998,light
User3,788,light
User2,12,sound
User1,835,light
User5,418,sound
User3,631,shock
User3,613,shock
User3,561,light
User3,937,light
User1,434,light
User5,686,sound
User3,829,sound
User4,839,light
User2,837,sound
User4,186,light
User4,755,shock
User5,741,light
User4,799,light
User1,730,shock
User5,253,sound
User3,16,sound
User4,131,sound
User1,916,sound
User3,306,light
User3,138,light
User1,362,sound
User1,265,light
User2,653,light
User5,769,sound
User4,583,shock
User2,784,sound
User2,14,sound
User1,217,light
User1,981,sound
User1,197,shock
User2,992,light
User1,244,light
User2,67,shock
User5,455,sound
User2,782,sound
User1,158,sound
User1,948,light
User4,90,light
User4,172,light
User3,400,sound
User1,185,sound
User1,870,sound
User5,613,light
User3,187,shock
User3,238,sound
User4,11,sound
User4,223,shock
User2,482,shock
User4,255,shock
User2,842,sound
User2,606,sound
User1,812,sound
User1,544,light
User5,973,shock
User3,512,sound
User3,509,shock
User3,345,sound
User4,405,light
User5,607,light
User5,152,light
User5,978,shock
User2,496,shock
User2,514,sound
User2,841,shock
User5,57,sound
User1,752,light
User3,428,light
User3,638,sound
User3,855,light
User2,693,sound
User2,746,shock
User5,640,sound
User5,509,light
User2,69,shock
User2,225,sound
User2,459,light
User4,745,sound
User4,737,light
User4,787,shock
User5,483,shock
User2,936,sound
User2,274,shock
User3,979,sound
User5,857,shock
User4,627,sound
User3,194,sound
User1,985,sound
User4,391,shock
User4,626,light
User4,512,light
User5,921,sound
User3,1000,shock
User4,465,shock
User5,537,light
User1,439,light
User3,864,shock
User4,579,shock
User4,4,shock
User4,202,shock
User1,955,sound
User1,603,sound
User1,637,light
User1,314,light
User3,791,shock
User2,512,sound
User1,182,shock
User3,544,shock
User4,182,shock
User3,360,light
User1,254,sound
User3,636,light
User4,333,sound
User2,910,light
User3,75,sound
User2,898,light
User5,371,shock
User1,819,light
User1,477,sound
User5,882,sound
User1,175,light
User4,997,sound
User2,819,shock
User2,218,shock
User2,380,shock
User1,263,shock
User2,94,light
User4,318,sound
User2,617,sound
User4,440,shock
User4,873,shock
User2,134,shock
User4,231,light
User5,923,light
User3,35,light
User4,397,shock
User5,309,shock
User2,950,shock
User1,799,light
User3,489,light
User4,819,light
User3,144,sound
User1,282,shock
User3,194,shock
User2,773,light
User4,756,light
User4,861,sound
User3,679,light
User1,561,shock
User3,554,shock
User1,840,light
User4,180,shock
User5,732,light
User3,651,shock
User4,21,light
User1,145,light
User5,892,shock
User5,66,sound
User5,54,light
User2,893,sound
User4,818,shock
User3,162,sound
User4,144,light
User5,715,shock
User2,773,sound
User2,553,shock
User4,337,light
User3,465,shock
User2,133,shock
User4,320,shock
User3,100,shock
User4,159,shock
User1,339,shock
User1,961,light
User5,944,sound
User4,190,sound
User1,856,shock
User5,261,light
User2,594,sound
User5,907,sound
User2,319,light
User2,214,sound
User2,137,sound
User5,616,sound
User2,475,shock
User2,494,sound
User4,846,light
User2,310,shock
User5,864,sound
User3,727,shock
User1,851,shock
User4,657,shock
User1,879,sound
User2,469,sound
User1,932,sound
User2,216,shock
User4,959,shock
User4,314,sound
User1,329,light
User4,376,sound
User3,923,sound
User1,464,light
User2,877,shock
User2,736,sound
User5,574,sound
User1,213,light
User4,338,shock
User1,184,sound
User1,761,sound
User2,661,shock
User2,813,light
User4,895,light
User4,82,light
User5,422,light
User3,30,sound
User2,185,shock
User5,529,light
User4,530,shock
User5,743,sound
User5,895,shock
User2,349,sound
User4,828,light
User4,435,sound
User2,630,shock
User4,433,light
User5,772,sound
User4,613,shock
User5,658,shock
User4,532,shock
User5,314,sound
User3,23,light
User2,696,shock
User3,802,sound
User4,727,shock
User2,678,shock
User3,379,shock
User2,415,shock
User1,510,shock
User3,592,light
User4,9,shock
User1,325,light
User4,186,sound
User4,939,shock
User2,585,sound
User4,977,shock
User3,38,sound
User2,976,sound
User1,662,shock
User1,902,shock
User2,253,sound
User1,295,shock
User2,139,shock
User2,422,light
User5,243,light
User3,471,light
User5,30,shock
User1,848,light
User3,641,shock
User3,511,shock
User4,308,light
User4,130,shock
User5,977,sound
User4,26,light
User4,320,shock
User4,426,shock
User5,380,light
User3,727,sound
User4,236,light
User2,73,sound
User4,512,light
User5,573,light
User2,491,light
User4,406,light
User1,544,sound
User5,921,shock
User3,483,light
User5,773,sound
User1,82,light
User1,27,shock
User3,22,sound
User2,672,sound
User3,130,shock
User5,114,sound
User3,739,sound
User4,650,light
User1,19,sound
User4,734,sound
User3,147,shock
User2,811,sound
User5,922,light
User1,806,sound
User3,81,sound
User1,265,light
User5,240,shock
User4,536,light
User2,949,shock
User5,367,sound
User2,739,light
User5,909,shock
User4,227,light
User3,774,light
User3,479,shock
User5,889,light
User1,124,light
User5,751,shock
User2,592,light
User1,223,sound
User4,876,shock
User3,773,shock
User2,592,sound
User5,633,light
User4,901,shock
User3,753,sound
User1,410,light
User2,679,shock
User5,22,light
User2,33,light
User1,337,shock
User2,360,light
User2,511,light
User2,929,light
User5,568,sound
User5,53,sound
User5,365,sound
User3,862,sound
User3,503,light
User2,779,sound
User2,542,shock
User2,126,shock
User4,195,shock
User2,316,sound
User1,607,shock
User4,225,sound
User5,47,light
User5,866,shock
User4,311,light
User2,610,light
User3,44,shock
User3,519,shock
User5,722,sound
User1,541,shock
User5,701,sound
User3,976,light
User4,951,light
User2,391,light
User4,602,sound
User5,778,light
User2,276,sound
User5,932,light
User4,290,shock
User5,768,sound
User1,511,light
User3,894,light
User4,953,shock
User3,448,shock
User2,322,light
User2,213,sound
User3,215,light
User4,942,light
User3,564,sound
User3,506,sound
User4,757,light
User3,322,sound
User1,506,shock
User2,352,sound
User2,968,light
User4,899,sound
User4,733,shock
User2,803,light
User4,859,sound
User2,312,shock
User3,369,shock
User1,709,sound
User5,715,sound
User3,103,sound
User2,980,light
User4,982,sound
User3,2,light
User4,565,light
User4,956,sound
User3,257,sound
User4,213,shock
User3,579,sound
User3,250,light
User2,189,shock
User5,128,shock
User2,14,light
User1,345,sound
User1,14,light
User3,61,shock
User3,762,light
User1,483,sound
User1,815,light
User4,92,shock
User3,448,sound
User4,632,light
User2,56,light
User4,470,shock
User1,459,shock
User4,318,sound
User4,101,sound
User2,410,shock
User3,581,sound
User2,464,light
User3,773,sound
User2,532,shock
User2,203,light
User4,267,shock
User3,437,sound
User2,527,light
User2,918,sound
User2,701,shock
User4,18,sound
User4,90,sound
User4,308,shock
User3,159,shock
User1,758,light
User2,936,shock
User2,688,light
User2,377,sound
User3,843,light
User2,800,shock
User4,315,sound
User5,757,sound
User5,76,shock
User1,854,shock
User4,520,sound
User4,479,light
User3,584,shock
User3,550,shock
User4,958,shock
User3,767,light
User5,716,sound
User4,68,sound
User1,863,shock
User3,120,light
User4,34,sound
User4,225,shock
User1,347,light
User3,163,shock
User3,293,sound
User4,401,light
User5,254,shock
User3,106,sound
User5,191,shock
User5,76,light
User5,249,light
User3,834,sound
User3,197,shock
User5,222,light
User1,558,light
User3,911,sound
User3,147,light
User2,802,light
User1,639,light
User5,377,shock
User3,329,light
User1,416,sound
User3,619,sound
User5,305,light
User2,671,shock
User4,729,light
User1,270,sound
User3,728,light
User1,685,light
User2,98,light
User5,45,sound
User5,465,shock
User3,960,light
User3,806,shock
User1,913,shock
User3,727,light
User1,778,light
User4,228,shock
User2,354,shock
User3,211,sound
User2,638,sound
User5,965,sound
User4,362,light
User2,268,light
User5,305,light
User2,64,light
User5,699,sound
User5,471,sound
User5,734,sound
User3,535,sound
User3,178,light
User3,507,light
User1,506,sound
User3,310,shock
User4,733,shock
User3,226,light
User1,102,sound
User5,497,sound
User4,567,shock
User2,889,light
User2,646,light
User3,91,light
User1,759,sound
User4,694,sound
User2,717,light
User3,878,shock
User1,697,sound
User4,996,sound
User2,38,sound
User3,388,shock
User4,754,shock
User3,24,shock
User5,421,sound
User4,594,sound
User3,861,light
User4,945,sound
User4,65,shock
User5,68,sound
User3,621,sound
User2,481,light
User5,639,sound
User5,319,light
User5,349,light
User1,858,sound
User1,715,sound
User4,532,shock
User2,460,shock
User1,947,sound
User1,322,shock
User1,97,sound
User4,584,light
User5,608,shock
User3,103,shock
User4,747,sound
User3,675,sound
User1,459,sound
User4,832,shock
User3,955,light
User4,304,light
User2,982,shock
User2,408,light
User2,548,shock
User2,395,shock
User5,901,sound
User2,956,shock
User1,516,sound
User4,366,light
User4,312,light
User5,203,sound
User3,746,shock
User3,784,sound
User5,42,sound
User2,200,shock
User2,626,light
User3,937,light
User3,552,sound
User4,813,light
User1,598,light
User2,55,shock
User2,493,shock
User2,360,light
User4,393,shock
User2,393,light
User3,737,sound
User4,434,light
User3,336,shock
User3,1,sound
User3,707,shock
User4,418,light
User1,45,shock
User3,602,shock
User2,292,shock
User2,126,shock
User5,262,sound
User4,882,light
User4,911,shock
User4,971,shock
User3,259,shock
User3,462,sound
User2,213,light
User2,307,sound
User4,535,light
User3,539,light
User4,470,shock
User2,260,light
User5,593,sound
User1,255,shock
User3,318,shock
User5,341,light
User2,535,shock
User1,3,sound
User5,343,sound
User1,413,sound
User5,55,shock
User3,0,sound
User2,630,light
User3,569,light
User5,776,shock
User4,430,sound
User5,387,sound
User4,810,shock
User4,300,sound
User1,225,sound
User3,132,sound
User1,782,shock
User5,79,light
User2,409,light
User4,379,shock
User1,145,sound
User5,774,light
User3,909,shock
User1,338,sound
User5,60,shock
User4,76,shock
User3,264,shock
User4,888,sound
User5,540,sound
User4,189,shock
User4,246,light
User1,356,light
User5,300,sound
User5,63,sound
User5,976,sound
User5,24,shock
User3,273,light
User2,121,shock
User2,626,sound
User2,754,sound
User2,340,light
User3,364,light
User3,52,shock
User4,192,light
User4,754,sound
User2,63,shock
User4,288,light
User1,382,shock
User3,548,light
User5,3,shock
User4,783,shock
User3,183,sound
User2,329,sound
User1,865,sound
User2,304,light
User3,245,shock
User1,87,light
User3,530,sound
User1,434,light
User5,560,shock
User1,136,sound
User5,999,shock
User4,713,shock
User4,25,shock
User4,274,shock
User3,780,shock
User3,849,sound
User5,222,light
User3,633,light
User5,784,light
User5,196,shock
User1,668,sound
User4,317,light
User1,4,sound
User5,337,sound
User4,675,light
User5,59,shock
User2,995,shock
User4,299,sound
User3,807,sound
User2,490,light
User3,992,shock
User4,909,shock
User1,217,sound
User2,736,shock
User2,946,sound
User4,357,light
User5,854,sound
User3,94,light
User1,28,light
User2,495,sound
User2,355,sound
User4,965,sound
User2,925,light
User5,653,shock
User5,110,light
User4,203,sound
User3,466,shock
User1,70,sound
User4,601,shock
User2,810,sound
User4,150,shock
User3,492,light
User3,228,shock
User5,459,shock
User1,427,light
User2,825,sound
User3,830,light
User1,360,sound
User3,60,shock
User1,632,shock
User4,596,shock
User1,863,sound
User1,657,sound
User1,255,shock
User4,21,shock
User2,397,shock
User5,810,sound
User4,187,shock
User3,961,shock
User2,23,sound
User1,986,sound
User1,222,light
User5,197,sound
User2,387,sound
User2,415,shock
User1,586,sound
User3,106,sound
User5,917,sound
User3,800,shock
User2,788,shock
User5,525,light
User2,874,sound
User1,675,shock
User5,606,light
User3,217,shock
User4,140,shock
User3,856,shock
User5,516,sound
User4,223,shock
User5,11,shock
User2,198,shock
User5,403,sound
User2,945,light
User3,730,light
User4,684,sound
User1,4,shock
User2,233,light
User3,180,sound
User1,686,shock
User1,390,light
User4,392,sound
User2,486,shock
User1,81,light
User5,91,sound
User1,260,light
User2,990,light
User3,144,light
User1,939,light
User3,652,shock
User2,310,light
User1,656,light
User2,596,sound
User1,333,shock
User4,223,shock
User5,964,sound
User2,909,light
User5,87,shock
User4,752,light
User2,537,sound
User1,781,sound
User1,1,shock
User2,331,light
User3,971,light
User1,133,sound
User1,679,shock
User5,347,shock
User4,724,sound
User1,163,light
User4,658,sound
User1,992,sound
User3,518,sound
User3,996,shock
User3,845,light
User5,557,shock
User5,111,light
User1,107,light
User4,228,sound
User2,575,shock
User2,89,light
User5,282,light
User4,711,sound
User4,684,shock
User5,327,shock
User5,981,sound
User5,546,sound
User2,652,light
User3,924,sound
User1,769,shock
User2,580,light
User1,618,shock
User1,448,shock
User4,424,sound
User1,774,sound
User3,866,sound
User2,230,sound
User5,657,shock
User3,495,light
User5,41,light
User3,44,light
User2,211,light
User2,632,light
User4,823,light
User5,19,light
User2,462,shock
User5,879,light
User2,711,sound
User3,852,shock
User5,382,shock
User4,122,sound
User5,844,shock
User2,884,shock
User5,419,light
User5,128,shock
User4,56,shock
User3,347,light
User4,684,shock
User4,596,shock
User1,352,sound
User5,97,light
User5,135,shock
User2,19,light
User5,24,light
User1,787,light
User5,328,shock
User1,313,shock
User1,429,light
User1,178,sound
User5,82,sound
User4,539,sound
User2,93,sound
User4,984,shock
User1,266,light
User4,636,sound
User5,320,sound
User3,94,shock
User4,561,sound
User4,98,shock
User5,998,shock
User5,735,shock
User5,635,sound
User2,86,shock
User5,273,light
User2,241,light
User2,32,shock
User5,89,sound
User3,759,shock
User5,261,sound
User2,798,light
User3,559,light
User4,488,light
User5,788,light
User5,664,shock
User2,477,light
User5,578,sound
User1,190,shock
User2,867,sound
User4,513,light
User1,962,sound
User1,900,sound
User1,131,sound
User4,216,shock
User1,313,sound
User2,936,sound
User2,963,sound
User1,792,sound
User3,172,sound
User4,206,sound
User1,429,light
User1,426,sound
User3,920,light
User4,798,light
User3,213,sound
User4,893,shock
User2,349,sound
User1,937,shock
User1,42,light
User4,960,sound
User2,265,light
User3,830,shock
User5,219,light
User4,169,light
User1,121,shock
User4,796,light
User4,930,sound
User3,900,shock
User2,579,light
User5,610,light
User3,641,shock
User1,694,light
User2,576,light
User3,464,sound
User5,719,sound
User5,622,sound
User1,463,shock
User4,206,shock
User2,564,light
User2,196,sound
User5,835,light
User5,489,sound
User2,491,sound
User2,344,shock
User3,997,shock
User1,402,sound
User3,101,light
User1,580,shock
User3,876,light
User1,691,shock
User2,119,sound
User5,866,shock
User4,602,shock
User5,870,light
User5,318,light
User4,149,light
User5,891,sound
User2,595,shock
User2,320,shock
User5,10,light
User2,54,shock
User4,216,light
User3,652,sound
User2,63,shock
User2,790,light
User5,326,shock
User4,786,sound
User3,975,sound
User3,413,sound
User3,484,shock
User4,313,light
User2,673,shock
User5,906,shock
User1,71,sound
User1,549,light
User5,740,light
User4,24,sound
User2,949,sound
User5,180,light
User5,893,light
User4,349,light
User3,675,shock
User3,295,shock
User5,777,light
User4,906,sound
User3,25,sound
User5,314,sound
User2,230,sound
User1,912,sound
User5,460,shock
User5,645,sound
User5,165,shock
User1,631,light
User3,522,shock
User4,511,shock
User5,367,sound
User4,13,light
User1,413,shock
User3,717,light
User3,969,light
User5,688,light
User5,130,light
User2,472,light
User2,30,sound
User5,436,sound
User5,974,shock
User4,563,sound
User2,632,light
User1,470,shock
User3,472,shock
User3,69,shock
User1,412,sound
User4,788,sound
User1,200,sound
User2,999,shock
User2,76,sound
User5,122,shock
User4,992,sound
User2,357,shock
User5,543,shock
User2,395,light
User5,478,sound
User1,445,sound
User1,75,sound
User3,135,shock
User1,594,shock
User3,195,shock
User5,166,light
User5,295,light
User2,665,light
User3,857,light
User2,929,shock
User1,906,shock
User4,360,light
User3,376,light
User1,800,shock
User2,775,shock
User1,480,light
User2,779,shock
User5,870,sound
User5,888,sound
User4,116,sound
User2,11,sound
User4,703,light
User2,343,light
User3,597,light
User5,847,light
User1,30,sound
User1,73,light
User5,393,light
User2,755,shock
User4,0,light
User1,834,shock
User2,162,shock
User4,666,light
User3,539,shock
User3,9,sound
User4,312,shock
User3,881,sound
User5,801,shock
User3,104,sound
User3,311,shock
User4,404,light
User4,734,light
User1,548,sound
User4,876,light
User3,363,light
User2,429,sound
User4,784,sound
User2,176,sound
User1,255,shock
User1,351,light
User4,763,shock
User2,21,shock
User3,15,light
User2,576,light
User1,705,sound
User3,100,light
User3,473,light
User5,542,light
User1,75,sound
User1,942,light
User4,142,shock
User1,427,light
User1,314,sound
User4,667,light
User5,677,sound
User3,664,shock
User2,524,shock
User3,766,sound
User1,113,sound
User1,508,light
User3,574,light
User3,231,sound
User1,750,light
User5,444,light
User1,515,sound
User3,131,light
User3,512,sound
User3,916,light
User1,298,shock
User5,629,sound
User2,852,shock
User3,150,sound
User3,146,shock
User2,745,sound
User3,614,shock
User5,843,light
User1,370,light
User4,891,light
User2,179,sound
User2,143,sound
User3,548,shock
User2,85,shock
User4,925,sound
User5,971,light
User4,328,light
User1,854,sound
User4,741,sound
User4,124,light
User2,520,sound
User2,858,sound
User1,172,shock
User3,144,sound
User1,784,sound
User4,587,light
User1,57,light
User5,437,shock
User3,463,light
User4,372,sound
User4,2,shock
User2,852,shock
User4,127,light
User1,280,shock
User2,366,light
User2,857,sound
User1,815,light
User2,208,light
User2,21,light
User2,706,shock
User4,205,light
User1,44,light
User2,70,light
User1,636,sound
User4,549,shock
User2,422,light
User4,96,shock
User2,794,light
User1,168,shock
User3,547,shock
User4,887,light
User2,464,sound
User2,144,shock
User5,14,sound
User3,953,light
User4,368,light
User1,824,light
User2,880,light
User4,711,shock
User4,528,shock
User2,592,sound
User5,929,sound
User1,126,sound
User3,74,sound
User3,331,shock
User2,194,shock
User5,707,light
User4,917,sound
User1,251,sound
User4,703,sound
User5,720,shock
User2,789,light
User4,252,sound
User5,37,light
User3,985,sound
User2,499,light
User2,97,light
User2,818,shock
User4,249,shock
User4,609,sound
User4,31,light
User2,845,shock
User5,473,sound
User4,221,shock
User2,751,sound
User1,62,shock
User5,411,sound
User2,512,light
User4,348,shock
User5,826,sound
User2,368,sound
User4,565,shock
User1,878,shock
User2,276,light
User1,655,shock
User5,316,light
User5,954,light
User5,157,light
User4,730,light
User4,490,sound
User3,869,light
User3,447,sound
User1,365,light
User4,475,light
User3,349,shock
User1,40,light
User5,969,shock
User2,869,light
User4,839,shock
User2,323,shock
User3,513,sound
User2,773,sound
User1,857,shock
User2,538,sound
User1,195,light
User5,993,sound
User2,931,shock
User2,646,shock
User1,308,sound
User4,922,sound
User2,258,shock
User2,630,light
User2,197,light
User2,108,shock
User4,609,light
User1,768,light
User1,791,light
User5,808,sound
User3,129,light
User5,881,shock
User4,473,light
User4,49,light
User1,289,light
User1,960,shock
User5,769,light
User2,619,shock
User5,264,light
User2,788,sound
User4,682,shock
User1,460,light
User1,778,sound
User1,26,sound
User5,382,light
User3,910,shock
User3,290,shock
User1,357,light
User2,34,light
User2,149,shock
User4,597,light
User2,76,light
User5,924,light
User1,750,light
User3,490,light
User4,33,shock
User3,415,sound
User3,680,light
User4,401,light
User1,916,shock
User5,19,sound
User2,441,shock
User3,870,shock
User1,254,sound
User3,98,light
User4,785,shock
User5,609,sound
User4,547,light
User5,359,light
User1,268,shock
User3,622,sound
User5,773,light
User4,567,shock
User4,370,light
User3,856,shock
User4,761,shock
User2,707,sound
User2,326,shock
User2,420,sound
User1,918,light
User3,601,sound
User1,669,shock
User4,873,sound
User3,948,light
User3,440,light
User3,381,shock
User2,912,shock
User3,760,light
User3,201,light
User3,93,light
User3,279,light
User3,621,shock
User3,392,sound
User2,822,shock
User5,591,sound
User4,880,shock
User1,425,light
User5,761,sound
User4,13,sound
User5,388,light
User1,146,light
User1,756,light
User1,135,shock
User5,429,light
User1,663,shock
User5,426,shock
User2,820,sound
User5,576,sound
User1,122,sound
User4,278,shock
User2,662,shock
User4,0,shock
User1,842,light
User5,555,shock
User4,502,sound
User4,0,light
User5,878,shock
User5,832,shock
User4,442,light
User4,830,light
User4,383,light
User1,573,shock
User3,745,light
User3,36,sound
User1,841,light
User2,214,light
User3,503,light
User5,745,shock
User4,459,shock
User2,384,light
User1,888,sound
User4,77,light
User2,638,shock
User4,913,sound
User4,376,light
User5,275,shock
User1,835,shock
User3,684,light
User1,657,sound
User3,487,sound
User2,749,shock
User2,334,shock
User4,506,shock
User1,274,light
User1,237,shock
User4,739,light
User2,463,shock
User2,511,sound
User5,383,shock
User5,894,sound
User5,908,sound
User1,644,shock
User3,961,shock
User5,797,light
User4,508,light
User5,812,sound
User5,874,shock
User3,968,sound
User3,394,light
User1,240,light
User1,714,light
User1,806,sound
User5,450,shock
User2,455,shock
User4,836,shock
User2,167,sound
User4,208,light
User1,570,shock
User1,653,sound
User4,304,light
User5,512,sound
User3,948,sound
User3,98,sound
User3,694,sound
User2,526,shock
User5,523,light
User4,344,light
User5,771,shock
User5,197,shock
User4,300,sound
User5,145,sound
User1,649,sound
User4,361,sound
User1,790,shock
User1,155,sound
User2,627,shock
User1,713,shock
User3,969,light
User2,745,light
User4,523,shock
User3,802,sound
User3,258,sound
User2,670,light
User4,453,shock
User4,723,light
User2,650,light
User2,118,shock
User4,173,light
User4,870,shock
User2,912,sound
User2,20,light
User1,837,light
User3,775,light
User4,878,light
User2,467,sound
User2,314,shock
User4,97,sound
User2,322,shock
User3,152,sound
User4,346,shock
User3,305,light
User4,663,shock
User4,332,light
User3,857,sound
User2,644,shock
User2,40,light
User3,741,light
User1,166,sound
User4,950,sound
User1,792,shock
User4,431,sound
User2,210,light
User4,91,light
User4,9,shock
User3,528,shock
User5,856,sound
User2,286,sound
User5,441,shock
User4,308,sound
User3,713,sound
User1,886,sound
User1,913,sound
User5,678,light
User3,956,sound
User5,814,shock
User2,209,sound
User2,23,sound
User2,898,light
User1,311,sound
User1,903,shock
User5,835,light
User5,997,sound
User5,75,sound
User5,743,light
User1,395,shock
User4,777,light
User2,488,light
User4,383,sound
User2,809,sound
User1,187,shock
User2,657,sound
User2,362,light
User1,581,sound
User4,918,sound
User2,667,light
User3,535,light
User5,355,sound
User3,973,sound
User2,176,light
User1,136,light
User4,168,shock
User5,918,sound
User3,437,shock
User5,712,sound
User5,552,shock
User2,873,shock
User2,157,light
User4,150,light
User3,709,sound
User5,645,shock
User1,707,sound
User3,488,sound
User2,568,sound
User4,822,light
User5,570,light
User2,998,sound
User5,400,sound
User1,161,shock
User4,821,sound
User2,775,shock
User2,157,shock
User2,267,shock
User4,658,sound
User3,333,sound
User3,383,shock
User4,811,shock
User1,523,sound
User4,640,sound
User4,384,light
User5,270,light
User5,84,sound
User3,296,sound
User5,650,sound
User5,133,sound
User1,346,sound
User1,437,sound
User5,332,light
User4,924,light
User5,368,light
User5,777,light
User4,264,shock
User1,735,shock
User4,423,shock
User1,636,light
User3,760,light
User2,181,shock
User3,430,light
User2,792,sound
User5,66,light
User5,815,shock
User2,254,shock
User5,203,shock
User5,704,light
User3,43,light
User5,666,shock
User5,316,light
User3,413,sound
User2,977,sound
User5,245,sound
User2,642,light
User4,689,shock
User3,760,shock
User4,129,shock
User2,83,light
User3,426,light
User2,942,shock
User3,547,shock
User4,291,sound
User5,83,light
User5,825,light
User2,65,shock
User1,506,light
User4,968,sound
User1,484,light
User1,668,sound
User5,466,shock
User2,893,light
User5,609,sound
User3,644,sound
User5,616,sound
User3,383,light
User3,515,sound
User3,795,light
User3,711,sound
User4,37,shock
User1,510,shock
User2,397,light
User4,492,light
User3,938,light
User5,57,shock
User4,618,light
User5,974,light
User3,446,shock
User2,129,shock
User5,532,sound
User4,753,sound
User4,705,sound
User2,501,shock
User5,578,light
User3,385,sound
User5,730,light
User4,939,sound
User3,34,light
User4,252,sound
User4,387,sound
User4,91,shock
User2,635,shock
User4,727,light
User1,284,light
User1,848,sound
User2,736,light
User1,392,sound
User3,691,shock
User4,275,shock
User3,631,shock
User4,387,sound
User5,661,sound
User5,605,shock
User4,96,sound
User5,134,shock
User5,507,sound
User3,780,shock
User3,59,shock
User4,666,sound
User5,721,sound
User4,865,light
User3,811,shock
User4,421,shock
User4,731,sound
User2,147,light
User5,579,light
User4,962,light
User3,968,shock
User5,379,shock
User5,325,light
User4,756,sound
User2,767,sound
User3,630,shock
User4,325,light
User5,94,light
User2,132,sound
User1,806,light
User1,452,light
User5,828,light
User3,449,sound
User3,99,shock
User1,19,light
User4,304,sound
User2,18,light
User2,544,sound
User3,504,shock
User3,244,shock
User1,287,sound
User3,839,shock
User2,165,light
User3,375,light
User2,480,shock
User4,289,sound
User3,976,shock
User2,52,shock
User2,644,shock
User5,966,light
User5,294,shock
User5,966,light
User1,622,shock
User4,499,sound
User1,761,shock
User3,134,sound
User3,349,shock
User5,343,light
User2,547,sound
User4,882,sound
User5,653,shock
User3,137,sound
User4,404,shock
User2,782,light
User4,588,light
User2,529,sound
User5,644,light
User2,944,shock
User1,888,sound
User3,828,sound
